,content,sentimen,TF_IDF
404,"['bodo', 'kayak', 'bangsa', 'nusantara', 'jaman', 'bangsa', 'atlantis', 'sekarabg']",netral,"[1.7376155871288828, 1.2379731316641076, 1.1496065812082996, 1.0336428821577113]"
405,"['zona', 'merah', 'zona', 'orenkuning', 'ijo', 'resiko', 'anak', 'anak', 'tumbal', 'kovid', 'alangkah', 'baik', 'ajar', 'rumah', 'vaksin', 'temu']",netral,"[0.21220404819027988, 0.5833996562114054, 0.45460133664952257, 0.32870324826387, 0.5496108972023919, 0.4918486321557297, 0.3348035319324779, 0.44927983017523043, 0.5070420952218926, 0.8985596603504609]"
406,"['ajar', 'online', 'kasih', 'tugas', 'ajar', 'online', 'tugas', 'online']",negatif,"[0.6366121445708397, 0.530494438658153, 1.4071354677851704, 0.897824922515004]"
407,"['terima', 'kasih', 'work', 'hard']",positif,"[1.4146518364217413, 1.5343002005794983, 2.1984435888095675]"
408,"['semangat', 'mas', 'menteri', 'didik', 'indonesia']",positif,"[0.5327010267408753, 0.6322687123887112, 0.6399408859632004, 0.47128099507909876, 0.7267000089100786]"
409,"['tatap', 'muka', 'online', 'the', 'best']",positif,"[1.0336428821577113, 0.7485398673030769, 0.7504722494854242, 0.7428522802389702, 0.9073885267893398]"
410,"['kuliah', 'daring', 'sore', 'malem', 'nongkrong', 'bohong', 'sehat', 'priotas', 'orang', 'covid', 'percaya', 'seram', 'media', 'orang', 'peduli', 'covid', 'perintah', 'sengotot', 'pjj', 'buka', 'konsep', 'kaya', 'gtu', 'daring', 'bsr', 'peluang', 'ktmu', 'orang', 'pulang', 'malem', 'main', 'futsal', 'kenal', 'bsk', 'daring', 'tgl', 'idupin', 'hp', 'buka', 'zoom', 'tidur']",negatif,"[0.26700424006552503, 0.2555475562704144, 0.41675825304806513, 0.15920574410041777, 0.1709664565878425, 0.20281683808875703, 0.21025495646589734, 0.16202432370135317, 0.16011904324002157, 0.512929537006454, 0.20632885527735126, 0.2333598624845622, 0.2865629317794511, 0.19673945286229189, 0.22592174410742188, 0.16849619084938508, 0.1505296408249622, 0.14984233125153767, 0.22592174410742188, 0.12812651511289178, 0.2147060028867148, 0.1940713626065073, 0.18930133448515157]"
411,"['gw', 'emak', 'emak', 'darah', 'gara', 'gara', 'bijak', 'syukur', 'anak', 'anak', 'jalan', 'un', 'bayang', 'un', 'paksa', 'covid', 'pusing', 'perintah']",positif,"[0.3208950611643689, 0.3302647949068809, 0.25251445137850914, 0.22548313788565977, 0.7759212666386709, 0.6681223570064173, 0.269436926228614, 0.2535031053971199, 0.3424788751879541, 0.26564054263228626, 0.3424788751879541, 0.33406117850320866, 0.7046111721009866]"
412,"['setujudikembalikan', 'daerah', 'masingmasing', 'sesuai', 'situasi', 'kondisi', 'kembali', 'anak', 'sekolah', 'aman', 'pikir', 'selamat', 'kesehatanoptimalkan', 'pjj']",positif,"[0.44133731519153674, 0.22730066832476128, 0.3957920063275309, 0.5833996562114054, 0.40506080925338295, 0.5648043602685546, 0.35235059602475705, 0.37460582812884413, 0.21293397986443666, 0.46787512611808124, 0.41275858593096754, 0.46282307430004505]"
413,"['niat', 'mas', 'nadiem', 'bagus', 'sihh', 'monitoring', 'laksana', 'lapang', 'cek', 'benerbener', 'program', 'bikin', 'kemendikbud', 'pelosokpelosok', 'sekolahsekolah', 'guru', 'label', 'ptnbh', 'anggap', 'sepele', 'programprogram', 'perintah']",positif,"[0.45401412198990443, 0.37167247493594957, 0.5385227595797589, 0.23607463398558004, 0.4478569906304015, 0.3861380312054064, 0.3861380312054064, 0.2461311099858463, 0.18662191507949874, 0.4680388571279009, 0.34737609421145127, 0.3523405958374183, 0.5385227595797589]"
414,"['assalamualaikum', 'moga', 'menteri', 'sehat', 'slalu', 'harap', 'masa', 'pandemi', 'bijak', 'trbaik', 'guru', 'non', 'pns', 'hubung', 'tpp', 'terima', 'ktentuan', 'mudah', 'trimakasih', 'wassalamualaikum']",positif,"[0.3577288061195546, 0.255747520151045, 0.41549107116621675, 0.5070420952218926, 0.4732533362128789, 0.1963670812829578, 0.29590069405877323, 0.3680665268420529, 0.299274974171668, 0.3203162877822294, 0.6073731622490539, 0.3835750501448746]"
415,"['tolong', 'nadiem', 'nasib', 'anak', 'sekolah', 'perhati', 'minggu', 'sekolah', 'sistem', 'roling', 'masker', 'gedung', 'sekolah', 'tutup', 'anak', 'warkop', 'cari', 'wifi', 'kerja', 'jam', 'nunggui', 'anak', 'terimakasih']",negatif,"[0.4091412029845703, 0.2545626684826214, 0.35003979372684335, 0.24929464269973006, 0.2028178447685213, 0.32976653832143515, 0.26480238911492204, 0.12130424480167418, 0.2994597481429193, 0.27213256282451587, 0.383281163755986, 0.21381081857417228, 0.2695678981051383, 0.23367590844762245, 0.26480238911492204, 0.3220590043300722]"
416,"['orang', 'tempat', 'salah']",positif,"[0.9552097725981701, 1.3843279103531656, 2.1984435888095675]"
417,"['you', 'sir', 'already', 'get', 'my', 'respect', 'mas', 'menteri', 'salah', 'hasil', 'pilih', 'jabat', 'jokowi', 'kualitas', 'pikir']",positif,"[0.4212404771234627, 0.43763300164396723, 0.4918486321557297, 0.5256373911647434, 0.26664203581800017, 0.1963670812829578, 0.5158221381933781, 0.35235059602475705, 0.41011286107141914, 0.5070420952218926, 0.3460819775882914, 0.40754855618252306]"
418,['menteri'],positif,[2.3564049753954937]
419,"['nadiem', 'siap', 'menteri', 'era', 'covidberusaha', 'baik', 'sulit']",positif,"[0.65740649652774, 0.9465066724257578, 0.3927341625659156, 0.4043474826722472, 1.0512747823294868, 0.7330176981820804]"
420,"['sulit', 'standar', 'quality', 'of', 'life', 'paham', 'denger', 'menteri']",positif,"[1.0992217944047837, 0.3927341625659156, 0.907108542748386, 0.7789196948254081, 1.1296087205371093, 0.7330176981820804]"
421,"['hidup', 'mas', 'nadiem']",negatif,"[1.6404514442856766, 1.0665681432720007, 0.8086949653444944]"
422,"['ide', 'bagus', 'visioner', 'kaum', 'kolot', 'suka', 'alergi']",positif,"[1.207935543541836, 1.4197600086386368, 1.6488326916071756, 1.1940430807531333]"
423,"['ajar', 'online', 'nyambung', 'otak']",negatif,"[0.8488161927611195, 1.250787082475707, 1.750532006575869]"
424,"['homeschooling', 'unschooling', 'is', 'the', 'best', 'choice', 'for', 'my', 'kids', 'in', 'pandemic', 'situation', 'like', 'now']",positif,"[0.5168214410788556, 0.5342567797933334, 0.7000795874536867, 0.5442651256490317, 0.5168214410788556, 0.6307648693976922, 0.6189865658320538, 0.6777652323222657, 0.7000795874536867, 0.4536942633946699]"
425,"['sehat', 'menteri', 'semangat', 'juang', 'indonesia', 'moga', 'langkah', 'kah', 'allah']",positif,"[0.5539880948882889, 0.3512603957715062, 0.5884497535887157, 0.6654661069842651, 0.6654661069842651, 0.26182277504394375, 0.39453425874503095, 0.4270883837096392, 0.4037222271722658]"
426,"['nadiem', 'sadar', 'praktisi', 'akademi', 'ngegali', 'dunia', 'didik', 'pas', 'menteri', 'bahasa', 'kayak', 'orang', 'paham', 'dunia', 'didik', 'suruh', 'nyusun', 'silabus', 'lo', 'bidang', 'pegang', 'orang', 'ahli', 'tinggal', 'tunggu', 'hancur']",negatif,"[0.2646427671906918, 0.2722361346753812, 0.24072944464992913, 0.24213683033676148, 0.39815973185675335, 0.2813575299236608, 0.2349188368540253, 0.29278091302733833, 0.10710931706343153, 0.11027658618334016, 0.2605117561631373, 0.21243264404329315, 0.24284399081515154, 0.30807510560102985, 0.24284399081515154, 0.31821799429713027, 0.2581381833888431, 0.2331360771652398, 0.2612742230018863]"
427,"['senang', 'program', 'guru', 'ajar', 'seri', 'pandemi', 'covid', 'inikarena', 'bantu', 'wawas', 'bagi', 'inovasi', 'laksana', 'ajar', 'masa', 'suli', 'penuh', 'tantang']",positif,"[0.33952647710444783, 0.39347890572458377, 0.3221161449444896, 0.2555475562704144, 0.20459801612083603, 0.45184348821484377, 0.3346529603780189, 0.37860266897030315, 0.2394199793373344, 0.39347890572458377, 0.30536184972576247, 0.3628434170993544, 0.4205099129317947, 0.45184348821484377]"
428,"['nadiem', 'ambisi', 'bicara', 'realistis', 'suka', 'ngeles', 'salut', 'moga', 'capai', 'harap', 'didik', 'indonesia']",positif,"[0.6170974324000601, 0.2959450148560418, 0.5539880948882889, 0.3512603957715062, 0.39453425874503095, 0.2695649884481648, 0.7778662082818739, 0.5577549339633647, 0.5306858136680592]"
429,"['model', 'ajar', 'mudah', 'yaaaa', 'kasi', 'guru']",negatif,"[0.5092897156566718, 0.6137940483625082, 1.0418072810617625, 1.2882360173202887, 0.883359664420927]"
430,"['ajar', 'online', 'tatap', 'muka', 'ajar', 'online', 'guru', 'hadir', 'ajar', 'siswa', 'ajar', 'tatap', 'muka', 'efektif', 'rugi', 'kuota', 'guru', 'guru', 'ajar', 'online', 'tugas', 'materi']",negatif,"[0.5787383132462179, 0.22369792422077409, 0.4184959420653464, 0.30807510560102985, 0.20162938713978773, 0.2135550355246737, 0.3402453942286713, 0.5116856246491528, 0.2682810720849435, 0.17520412465925006, 0.3376601273813501, 0.163240895002728]"
431,"['bangga', 'menteri', 'didik', 'hebat', 'salut', 'nadiem']",positif,"[1.0140841904437852, 0.44391752228406267, 0.8681727342181352, 0.3927341625659156, 0.4043474826722472, 0.8366324009450472]"
432,"['sistem', 'didik', 'sadar', 'sadar', 'masyarakat', 'teknologi', 'ajar', 'perspektif', 'orang', 'tua', 'jaman', 'main', 'hape', 'dar', 'main', 'main', 'sebenernya', 'era', 'sulit', 'adaptasi', 'orang', 'teknologi', 'manfaat', 'teknologi', 'hidup', 'serasa', 'mati']",netral,"[0.25764720346405773, 0.10185794313133435, 0.22992131624165993, 0.10654020534817506, 0.2271616013821819, 0.2915391178795459, 0.1968541733142812, 0.22992131624165993, 0.5764285556640776, 0.2328856351278088, 0.19442918844162382, 0.224580060536679, 0.22925034542356085, 0.4274054238346667, 0.27110609292890625, 0.17104865485933782, 0.1759242475636993, 0.653118150778838, 0.14299623521137358]"
433,"['salah', 'faktor', 'hambat', 'maju']",netral,"[2.1720194839111033, 2.0764918655297486]"
434,"['tolong', 'banget', 'baca', 'lihat', 'siswa', 'sekolah', 'swasta', 'bayar', 'spp', 'tolong', 'gimana', 'ringan', 'beban', 'murid', 'swasta', 'smk', 'tolong', 'banget', 'makasih']",netral,"[0.295500079653525, 0.45363713597379346, 0.2528195419579288, 0.25739908811527773, 0.23448761068065424, 0.27415981080572693, 0.3684629407650982, 0.2233660794350118, 0.3202371127717216, 0.13448461886174948, 0.20286793381597373, 0.3202371127717216, 0.27415981080572693, 0.5574787139261517, 0.7379239214135446]"
435,"['jabat', 'negara', 'kawatir', 'psbb', 'dan lain lain', 'lha', 'orang', 'angka', 'masuk', 'rekening', 'trus', 'rakyat', 'indonesia', 'hasil', 'bijak', 'muu', 'pie']",negatif,"[0.49547539127703416, 0.3302112056488197, 0.37856571791207927, 0.388837363498581, 0.24318027399565814, 0.40396892459443134, 0.7571314358241585, 0.30904941409151815, 0.3506499107052048, 0.2204330244457316, 0.37856571791207927, 0.4228244982892764]"
436,"['semangaat', 'teruus', 'nadiem']",positif,[2.4260848960334833]
437,"['sekolah', 'belajarmemahami', 'tugas', 'sekolah', 'online', 'tugas', 'tugas']",negatif,"[0.6253935412378535, 0.8517359194577466, 1.795649845030008]"
438,"['kerja', 'bener', 'bro', 'anak', 'indonesia', 'tangguh', 'libur', 'anak', 'pupuk', 'jiwa', 'anggur', 'garap', 'kurikulum', 'gabut']",negatif,"[0.6061351155326967, 0.5656948188502697, 0.6310044482838385, 0.3512603957715062, 0.6654661069842651, 0.4507063217078251, 0.5166022908192655, 0.6557981762076396]"
439,"['agree', 'with', 'your', 'opinion', 'bpmentri', 'cause', 'indonesia', 'butuh', 'orang', 'gila', 'trobosan']",positif,"[0.9010926705681315, 0.6747897985038729, 0.8692150203803872, 0.45162050884907934, 0.40937561682778717, 0.9010926705681315, 0.8317344111707456]"
440,['anak'],positif,[2.7276080198971355]
441,"['guru', 'rasa', 'sulit', 'pandemi', 'materi', 'daring', 'sesuai', 'video', 'vlog', 'pribadi', 'ajar', 'video', 'ajar', 'siswasiswi', 'acakacakan', 'editing', 'sampai', 'minimal', 'usaha', 'koreksi', 'jalan', 'moga', 'lekas', 'tatap', 'muka', 'pesan', 'ajar', 'semangat', 'apa', 'ada', 'sulit', 'hadap', 'moga', 'sukses', 'generasi', 'muda', 'cerdas', 'sehat', 'cinta', 'tanah', 'air', 'indonesia']",positif,"[0.17123943759397706, 0.2246866392602964, 0.1497427461662479, 0.12625722568925457, 0.12257595677884267, 0.12725433015030402, 0.0902638306415453, 0.17359363487849286, 0.09298069299833987, 0.12675155269855995, 0.20590576101579017, 0.20590576101579017, 0.1381826700453771, 0.20590576101579017, 0.20887107815913405, 0.16166819052237036, 0.11007939225045246, 0.10562646147235341, 0.19934271538890166, 0.18205487230354522, 0.16703058925160433, 0.11305280745255156, 0.10686764836912918, 0.1456795009168121, 0.14474571567226557, 0.25871212877014604, 0.10924298238808385, 0.14211006394609835, 0.2973462191459737]"
442,"['maju', 'teruspantang', 'mundur', 'bang', 'nadiem', 'bang', 'dedysalute']",positif,"[2.6381323065714812, 0.8688077935644414, 1.0782715924205533, 0.4852169792066967]"
443,"['bnar', 'byk', 'orang', 'tua', 'stressdan', 'sbgai', 'gru', 'les', 'jg', 'bgung', 'mlihat', 'tgas', 'ankorg', 'tua', 'ptus', 'asa']",negatif,"[0.8750994843171083, 0.7884560867471151, 0.9110597433735809, 0.5970215403765666, 0.8750994843171083, 0.3582036647243138, 0.8937264700710849]"
444,"['generasi', 'covid', 'generasi', 'gadged', 'ajar', 'online', 'trusss', 'ampunnnkasian', 'generasi', 'anakanak', 'skarang', 'yaa']",negatif,"[0.31830607228541985, 0.7018126891771219, 0.479151668007027, 1.6224927094163764, 0.46904515592839013, 0.7605631428328389]"
445,"['anak', 'anak', 'papa', 'bismillah', 'mas', 'menteri', 'semangatsaya', 'driver', 'gojek', 'nerasa', 'hilang', 'tinggal', 'andatapi', 'anak', 'anak', 'papa', 'percaya', 'mas', 'menteri']",positif,"[0.7273621386392362, 0.45184348821484377, 0.3664478985173728, 0.35942386414018435, 0.42662725730880025, 0.31418733005273247, 1.025859074012908, 0.33699238169877016, 0.341932913175685]"
446,"['apresiasi', 'minta', 'maaf', 'aku', 'kesalahansangat', 'jarang', 'dengar', 'orang', 'pemerintahansmg', 'buah', 'hasil', 'usaha', 'mas', 'menteri']",positif,"[0.7008498548863245, 0.5787818228120901, 0.5616539694979502, 0.6877628509245042, 0.5166022908192655, 0.3555227144240002, 0.26182277504394375, 0.31840325753272336, 0.5368602415741492]"
447,"['menteri', 'kagum']",positif,"[3.1538243469884604, 1.1782024876977468]"
448,"['teman', 'sekolah', 'inget', 'bro', 'apa', 'tugas', 'brainly', 'adap']",netral,"[0.8485422282754046, 1.1667993124228109, 0.9465066724257578, 0.4258679597288733, 0.907108542748386, 0.598549948343336]"
449,"['hebat', 'anies', 'mendikbud', 'hihihi']",netral,"[2.604518202654406, 2.7769384458002704]"
450,"['salah', 'orang', 'tua', 'siswa', 'sd', 'dng', 'ajar', 'on', 'line', 'repot', 'jg', 'senang', 'ajar', 'anak', 'sulit', 'anak', 'fokus', 'mata', 'ajar', 'saji', 'materi', 'bosan', 'anak', 'sulit', 'transfer', 'ilmu', 'anaktp', 'babas', 'main', 'game', 'mobile', 'legend', 'pubg', 'anak', 'mrk', 'fokus', 'tantang', 'sulit', 'henti', 'andai', 'materi', 'ajar', 'game', 'on', 'line', 'mana', 'siswa', 'masuk', 'game', 'interaksi', 'sana', 'level', 'gamepastinya', 'senang', 'anak', 'orang', 'tua', 'paksa', 'anak', 'ajar', 'otomatis', 'mrk', 'suka', 'tantang', 'main', 'game', 'ada', 'aplikasi', 'ajar', 'tingkat', 'ajar', 'aplikasi', 'game', 'on', 'linepastinya', 'kerja', 'buat', 'game', 'kemendikbud']",negatif,"[0.08437885330717709, 0.2583353630142538, 0.23718330607801177, 0.09822684526409647, 0.19645369052819295, 0.09558450386128554, 0.08230492803702243, 0.09558450386128554, 0.16273917430194132, 0.5062731198430626, 0.09558450386128554, 0.07742851881062802, 0.08818123395163349, 0.06921988873931208, 0.08437885330717709, 0.05878778109232501, 0.1911690077225711, 0.13923395064349703, 0.07178410190103783, 0.05822670120564834, 0.0754932812363596, 0.1361800226534151, 0.18283039692686728, 0.28005130811310625, 0.08306171935636263, 0.10146080977589661, 0.08437885330717709, 0.09558450386128554, 0.060188170015355036, 0.06374066940713742, 0.15775800743450194, 0.11172436934792757, 0.06921988873931208, 0.19122200822141228, 0.18283039692686728, 0.0737862807196004, 0.10146080977589661, 0.1036204602980968]"
451,"['solusi', 'mall', 'wisata', 'buka', 'protokol', 'sehat', 'didik', 'jalan']",negatif,"[0.5006329501228595, 0.33293814171304703, 0.5386940989688798, 0.6803314070612896, 0.6274743007087854, 0.48047443167334414, 0.6318607156851941, 0.7377729482335946]"
452,"['erti', 'tatap', 'muka']",negatif,"[1.7971193207009217, 1.2475664455051279, 1.2380871337316168]"
453,"['om', 'deddy', 'guru', 'salah', 'guru', 'swasta', 'banjarmasin', 'om', 'deddy', 'imposible', 'new', 'normal', 'sekolah', 'buka', 'anak', 'anak', 'ajar', 'offline', 'online', 'wacana', 'muncul', 'sekolah', 'wajib', 'guru', 'metode', 'pembelejaran', 'online', 'offline', 'hahaha', 'guru', 'hebat', 'make', 'something', 'imposible', 'be', 'posible', 'uang', 'sekolah', 'potong', 'orang tua', 'protes', 'gitu', 'guru', 'swasta', 'gaji', 'uang', 'sekolah', 'gaji', 'say', 'tuju', 'dapat', 'ajar', 'online', 'uras', 'tenaga', 'pikir', 'om', 'sumpah', 'dech', 'ajar', 'buka', 'passion', 'giveup']",negatif,"[0.14979109284019756, 0.10696502038812296, 0.12629764875689103, 0.15706131768560297, 0.10571290121770129, 0.20113700775040294, 0.2201765299379206, 0.1100882649689603, 0.30087943547181767, 0.12629764875689103, 0.10213796873154532, 0.1193040224051512, 0.1100882649689603, 0.12629764875689103, 0.12136991486903015, 0.10297247097505112, 0.2721111835272468, 0.22072713220159534, 0.056188810152833536, 0.1328951435926011, 0.08290602259406048, 0.12136991486903015, 0.12136991486903015, 0.08143105355018622, 0.20040845163711685, 0.12629764875689103, 0.20768814832542906, 0.11270652756944113, 0.07009619373106547, 0.08059655130668042, 0.19299428756302078, 0.10889954689412824]"
454,"['mohon', 'maaf', 'nadiem', 'masak', 'contoh']",negatif,"[1.0418072810617625, 0.9298841234746779, 1.3555304646445314, 1.0182506739304855, 0.4852169792066967]"
455,"['nadiem', 'hapus', 'atur', 'rambut', 'rambut', 'pengaruh', 'kualitas', 'ajar']",netral,"[0.42440809638055976, 0.8985596603504609, 1.0735300144335738, 1.0512747823294868, 0.4043474826722472, 1.0512747823294868]"
456,"['menteri', 'benchmark', 'menteri', 'didik', 'negara', 'lihatlihat', 'unit', 'lintas', 'fungsi', 'negeri', 'milik', 'base', 'pendidikanpelatihan']",netral,"[0.33293814171304703, 0.847206540402832, 0.8750994843171083, 0.5891012438488734, 0.7018126891771219, 0.5698061048959577, 0.5698061048959577]"
457,"['nang', 'liat', 'podcast', 'anak', 'salah', 'generasi', 'rugi', 'moga', 'covid', 'hilang']",negatif,"[0.2727608019897136, 0.38332133440562166, 0.4326647225110337, 0.5391357962102766, 0.5391357962102766, 0.35508083287052794, 0.6441180086601443, 0.6189865658320538, 0.5902183585868758, 0.41529837310594975]"
458,"['amazing', 'mr', 'nadiem', 'very', 'very', 'proud', 'and', 'respect']",positif,"[0.8750994843171083, 0.6511295506636015, 0.7377729482335946, 0.3032606120041854, 0.7486493703572983, 0.7605631428328389, 1.694413080805664]"
459,"['harap', 'sitem', 'tatap', 'muka', 'realisasi', 'daerah', 'zona', 'hijau', 'im', 'grade']",netral,"[0.5936880094912964, 0.6232366067493251, 0.7486493703572983, 0.8051475108251804, 0.467837417064423, 0.8051475108251804, 0.46428267514935634, 0.6739197452628457]"
460,"['beban', 'pimpin', 'poin', 'andai', 'insan', 'pin', 'dampak', 'luas', 'orang', 'mam', 'pimpin', 'jujur', 'konsisten', 'pengaruh', 'berdamapak', 'keluarga', 'masyarakat', 'negara']",positif,"[0.5648043602685546, 0.40754855618252306, 0.4851784065162683, 0.4452139831611111, 0.44133731519153674, 0.46787512611808124, 0.40506080925338295, 0.37987073659730514, 0.23880244314954252, 0.5256373911647434, 0.8424809542469254]"
461,"['dedy', 'ngomong', 'suka', 'liat', 'bicara', 'pingin', 'sekaliiiii', 'dedy', 'menteri', 'gw', 'dukung', 'lho', 'gw', 'pingin', 'liat']",negatif,"[0.42722129935388775, 0.8843127547756151, 0.36950548440004977, 0.7046811916748366, 0.8294396864773486, 0.18126192118426876, 0.5213578710171275, 1.121304299536715, 0.3673978710009641]"
462,"['serba', 'salah', 'emang', 'menteri', 'didik']",netral,"[0.5327010267408753, 1.0109771450963105, 0.47128099507909876, 0.8305967462118995, 1.2882360173202887]"
463,"['maju', 'nadiem']",positif,"[2.1720194839111033, 1.2130424480167417]"
464,"['mas', 'menteri']",positif,"[1.599852214908001, 1.1782024876977468]"
465,"['pikir', 'emang', 'oke', 'menteri', 'praktek', 'gimana', 'kuliah', 'diptn', 'pjj', 'nikmat', 'fasilitas', 'kampus', 'uktnya', 'juta', 'trus', 'lebih', 'ukt']",positif,"[0.3610632661058252, 0.4158672055853728, 0.31823318592374505, 0.4841180230873326, 0.4105737790029641, 0.3471949793600425, 0.5000568481812047, 0.16831464109967811, 0.4841180230873326, 0.3020147965926489, 0.32109070982472354, 0.42779964020417044, 0.3926227484114709, 0.5000568481812047]"
466,"['moga', 'mas', 'menteri', 'sehat', 'lindung', 'allah', 'swt', 'indonesia', 'need', 'person', 'like']",positif,"[0.4985892853994601, 0.3161343561943556, 0.6307648693976922, 0.6189865658320538, 0.3199704429816002, 0.23564049753954938, 0.35508083287052794, 0.7000795874536867, 0.38437954533867535, 0.6307648693976922]"
467,"['semangat', 'mas', 'nadiem']",positif,"[1.0665681432720007, 0.8086949653444944, 1.2111666815167974]"
468,"['agree', 'with', 'mas', 'nadiem']",positif,"[1.5769121734942302, 0.7999261074540005, 0.6065212240083708, 1.5769121734942302]"
469,"['musim', 'pandemi', 'orang', 'umur', 'produltif', 'kena', 'phk', 'medikbud', 'rekrut', 'tamat', 'dijadijan', 'guru', 'sd', 'guru', 'kasi', 'asuh', 'murid', 'ajar', 'kelas', 'alam', 'bebas', 'orang', 'tua', 'beban', 'kuota', 'slma', 'bbro', 'jam', 'slama', 'anak', 'asuh', 'gurunyajadi', 'kurang', 'anggur', 'ringan', 'beban', 'orang', 'tua', 'anak', 'anak', 'psykisnya', 'sehat', 'dpt', 'nikmat', 'udara', 'buka', 'cerah', 'fikiran', 'dpt', 'sinar', 'matagari', 'produksi', 'vit', 'meningkatkam', 'imunsystim', 'tubuh', 'tingkat', 'lawan', 'virus', 'sorry', 'pendpt', 'dar', 'nimbrug', 'dimedsos']",netral,"[0.0707346827300933, 0.1471124383971789, 0.22730066832476128, 0.2716990374550154, 0.16172613550542275, 0.11125176669396876, 0.15966758072337495, 0.3504249274431622, 0.17049834676736333, 0.13849702372207223, 0.14469545570302253, 0.1237573500814564, 0.15268662438223868, 0.12321795880764805, 0.14469545570302253, 0.11788765303514512, 0.18826812008951824, 0.23880244314954252, 0.09975832472388933, 0.16901403174063084, 0.12216961636368007, 0.1067720959274098, 0.20245772074968463, 0.19446655207046848, 0.14142370471256743, 0.19860588223801884, 0.1639495440519099, 0.15775111207095963]"
470,"['ngomong', 'ajaemang', 'ente', 'nanggung', 'kuotanypikir', 'ngomonghnya', 'ngomong', 'solusi', 'gmana', 'rumah', 'pelosokyg', 'beli', 'kuota']",negatif,"[0.7915840126550618, 0.7393077528458882, 2.2592174410742185, 0.6696070638649558, 0.8424809542469254]"
471,"['mall', 'wisata', 'buka', 'oi', 'bocil', 'banyak', 'main', 'kerja', 'ajar']",negatif,"[0.31830607228541985, 0.6364066712065535, 0.8750994843171083, 0.5006329501228595, 0.5070446119213032, 0.6004464121500809, 0.6803314070612896, 0.7377729482335946]"
472,"['komplinbahkan', 'guru', 'negur', 'anak', 'pegang', 'hp', 'amin', 'kaya', 'gin', 'kondosi', 'ajar', 'onlain', 'anak', 'tugas', 'onlain', 'kerja', 'engk', 'repot', 'ortusaya', 'pandang', 'zmn', 'ubah', 'zmn', 'beli', 'indo', 'mart', 'alfa', 'mart', 'hrs', 'komputer', 'zmn', 'beli', 'warung', 'tnp', 'komputer', 'krja', 'toko', 'zmn', 'hrs', 'teknologi', 'komputer']",positif,"[0.09431291030679106, 0.22925428364150138, 0.20204503851089892, 0.351815116735583, 0.1872179898326501, 0.11366556451157557, 0.1768952712226864, 0.3799254590840944, 0.24427150986772972, 0.1899627295420472, 0.15023544056927501, 0.8548825616774235, 0.23856222542968308, 0.25102416011935763, 0.24427150986772972, 0.201579676166308, 0.13301109963185243, 0.18344826041376336, 1.2425318867639639]"
473,"['saran', 'menteri', 'didik', 'ganti', 'omong', 'bohong']",negatif,"[0.5327010267408753, 1.0257987395270551, 0.47128099507909876, 1.3190661532857406, 1.164428175639044]"
474,"['sekolah', 'ajar', 'tatap', 'muka', 'siswa', 'ajar', 'online', 'orangtua', 'siswa', 'berat', 'ajar', 'daring', 'malltempat', 'wisatarekreasikolam', 'renangbioskoptempat', 'karaoke', 'boleh', 'buka', 'sekolah', 'siswa', 'tuntut', 'ilmu', 'buka', 'buka', 'sekolah', 'zonahijaukuningorangemerah', 'ekonomi', 'indonesia', 'hancur', 'mas', 'generasi', 'bangsa', 'hancur', 'mas']",negatif,"[0.2634257149948302, 0.14979444716628298, 0.17686185164259569, 0.22210965815867045, 0.4143169242396078, 0.14370974243036727, 0.1755604610224975, 0.14919473190035645, 0.42688728678072674, 0.1842264757908046, 0.10901184696357089, 0.22066927102179323, 0.1290585978108753, 0.12939176715265935, 0.21750512737851452, 0.26433183707309377, 0.3987404216382932, 0.12807797935154658, 0.21750512737851452]"
475,"['sebenernya', 'tuju', 'nadiem', 'salah', 'arti', 'masyarakat', 'turut', 'anggap', 'harap', 'kembang', 'didik', 'harus', 'ajar', 'ajar', 'bagus', 'gitu', 'nilai', 'yaa', 'know', 'guna', 'masa', 'nyadar', 'maap', 'kritik', 'silah', 'dapat', 'pikir', 'nyadar', 'suguh', 'ajar', 'usaha', 'keras', 'baik', 'bakat', 'sebenernya', 'kembang', 'lebih', 'sibuk', 'masuk', 'trus', 'buang', 'rugi', 'umur', 'segitu', 'mahir', 'sebenernya', 'takdir', 'ahli', 'nganggur', 'trus', 'sempat', 'kriminal', 'gara', 'gara', 'duit', 'trus', 'gara', 'gara', 'sdm', 'turun', 'sdm', 'turun', 'modal', 'turun', 'tuju', 'pikir', 'balas', 'komenan']",positif,"[0.10985171468292868, 0.14413859877075616, 0.1113619544503539, 0.13209048819880878, 0.09116494668240271, 0.07442337696540453, 0.13209048819880878, 0.1190122395089985, 0.10172373513401445, 0.050254813843478796, 0.12153169974719705, 0.4286067950607205, 0.10593399081918821, 0.1190122395089985, 0.09407345007536982, 0.21186798163837642, 0.12153169974719705, 0.1113619544503539, 0.13209048819880878, 0.10715169876518013, 0.07580457326773085, 0.09171188134038859, 0.04577518671761289, 0.10593399081918821, 0.15955498687913525, 0.1113619544503539, 0.07835818360489617, 0.25576046502727007, 0.3836406975409051, 0.12444020314016419, 0.12444020314016419, 0.3111350081751279, 0.15511034402417742, 0.3024094979962264, 0.13209048819880878, 0.1113619544503539, 0.09116494668240271, 0.11480198382382473]"
