,Nama,Komentar,Sentimen,Time,hasil_sentimen,hasil_komentar,tokenizing,normalisasi,stopword,stemmed,preprocessing
1287,Sakti Satria putra,"Gimana pak nadiem ngilang Mulu kalo ada siswa yang gabisa ikut daring, sakit demam apa gimana dia??",negatif,2020-08-19T10:18:47Z,negatif,"Gimana pak nadiem ngilang Mulu kalo ada siswa yang gabisa ikut daring, sakit demam apa gimana dia??","['gimana', 'pak', 'nadiem', 'ngilang', 'mulu', 'kalo', 'ada', 'siswa', 'yang', 'gabisa', 'ikut', 'daring', 'sakit', 'demam', 'apa', 'gimana', 'dia']","['gimana', 'pak', 'nadiem', 'ngilang', 'mulu', 'kalau', 'ada', 'siswa', 'yang', 'gabisa', 'ikut', 'daring', 'sakit', 'demam', 'apa', 'gimana', 'dia']","['gimana', 'nadiem', 'ngilang', 'mulu', 'siswa', 'gabisa', 'daring', 'sakit', 'demam', 'gimana']","['gimana', 'nadiem', 'ngilang', 'mulu', 'siswa', 'gabisa', 'daring', 'sakit', 'demam', 'gimana']",gimana nadiem ngilang mulu siswa gabisa daring sakit demam gimana
1288,Hi Da,Gimana ni masa sekolah gak masuk2.... Daring terus anak2 banyak yg suka nge-game dan youtuban terus... Orgtua pada kerja masa anak suruh belajar sndri drmh .... Segeralah sekolah tatap muka jangan mau dijajah ditindas Corona bisa bodoh nanti tambah akhlaknya gak ada kalau tdk segera masuk sekolah.\nKalau generasi nya nanti jadi bodoh gmna cuma jadi kuli nanti yg menduduki yg diatas org2 asing dong,negatif,2020-08-19T10:13:08Z,negatif,Gimana ni masa sekolah gak masuk2.... Daring terus anak2 banyak yg suka nge-game dan youtuban terus... Orgtua pada kerja masa anak suruh belajar sndri drmh .... Segeralah sekolah tatap muka jangan mau dijajah ditindas Corona bisa bodoh nanti tambah akhlaknya gak ada kalau tdk segera masuk sekolah.\nKalau generasi nya nanti jadi bodoh gmna cuma jadi kuli nanti yg menduduki yg diatas org2 asing dong,"['gimana', 'ni', 'masa', 'sekolah', 'gak', 'masuk', 'daring', 'terus', 'anak', 'banyak', 'yg', 'suka', 'ngegame', 'dan', 'youtuban', 'terus', 'orgtua', 'pada', 'kerja', 'masa', 'anak', 'suruh', 'belajar', 'sndri', 'drmh', 'segeralah', 'sekolah', 'tatap', 'muka', 'jangan', 'mau', 'dijajah', 'ditindas', 'corona', 'bisa', 'bodoh', 'nanti', 'tambah', 'akhlaknya', 'gak', 'ada', 'kalau', 'tdk', 'segera', 'masuk', 'sekolah', 'kalau', 'generasi', 'nya', 'nanti', 'jadi', 'bodoh', 'gmna', 'cuma', 'jadi', 'kuli', 'nanti', 'yg', 'menduduki', 'yg', 'diatas', 'org', 'asing', 'dong']","['gimana', 'ini', 'masa', 'sekolah', 'tidak', 'masuk', 'daring', 'terus', 'anak', 'banyak', 'yang', 'suka', 'ngegame', 'dan', 'youtuban', 'terus', 'orgtua', 'pada', 'kerja', 'masa', 'anak', 'suruh', 'belajar', 'sndri', 'drmh', 'segeralah', 'sekolah', 'tatap', 'muka', 'jangan', 'mau', 'dijajah', 'ditindas', 'corona', 'bisa', 'bodoh', 'nanti', 'tambah', 'akhlaknya', 'tidak', 'ada', 'kalau', 'tidak', 'segera', 'masuk', 'sekolah', 'kalau', 'generasi', 'nya', 'nanti', 'jadi', 'bodoh', 'gmna', 'cuma', 'jadi', 'kuli', 'nanti', 'yang', 'menduduki', 'yang', 'diatas', 'orang', 'asing', 'dong']","['gimana', 'sekolah', 'masuk', 'daring', 'anak', 'suka', 'ngegame', 'youtuban', 'orgtua', 'kerja', 'anak', 'suruh', 'belajar', 'sndri', 'drmh', 'segeralah', 'sekolah', 'tatap', 'muka', 'dijajah', 'ditindas', 'corona', 'bodoh', 'akhlaknya', 'masuk', 'sekolah', 'generasi', 'bodoh', 'gmna', 'kuli', 'menduduki', 'diatas', 'orang', 'asing']","['gimana', 'sekolah', 'masuk', 'daring', 'anak', 'suka', 'ngegame', 'youtuban', 'orgtua', 'kerja', 'anak', 'suruh', 'ajar', 'sndri', 'drmh', 'segera', 'sekolah', 'tatap', 'muka', 'jajah', 'tindas', 'corona', 'bodoh', 'akhlak', 'masuk', 'sekolah', 'generasi', 'bodoh', 'gmna', 'kuli', 'duduk', 'atas', 'orang', 'asing']",gimana sekolah masuk daring anak suka ngegame youtuban orgtua kerja anak suruh ajar sndri drmh segera sekolah tatap muka jajah tindas corona bodoh akhlak masuk sekolah generasi bodoh gmna kuli duduk atas orang asing
1289,jarwo 04,Gimana Kalau yg gk ada orang tuanya om,negatif,2020-08-19T10:11:19Z,negatif,Gimana Kalau yg gk ada orang tuanya om,"['gimana', 'kalau', 'yg', 'gk', 'ada', 'orang', 'tuanya', 'om']","['gimana', 'kalau', 'yang', 'gak', 'ada', 'orang', 'tuanya', 'om']","['gimana', 'orang', 'tuanya', 'om']","['gimana', 'orang', 'tua', 'om']",gimana orang tua om
1290,Ahmad Mannan,Gimana kalau stengah murid masuk stengahnya belajar online\nMasuknya ganti?n seperti system WFH \n??,netral,2020-08-19T10:09:27Z,netral,Gimana kalau stengah murid masuk stengahnya belajar online\nMasuknya ganti?n seperti system WFH \n??,"['gimana', 'kalau', 'stengah', 'murid', 'masuk', 'stengahnya', 'belajar', 'online', 'masuknya', 'gantin', 'seperti', 'system', 'wfh']","['gimana', 'kalau', 'setengah', 'murid', 'masuk', 'setengahnya', 'belajar', 'online', 'masuknya', 'gantin', 'seperti', 'system', 'wfh']","['gimana', 'murid', 'masuk', 'setengahnya', 'belajar', 'online', 'masuknya', 'gantin', 'system', 'wfh']","['gimana', 'murid', 'masuk', 'tengah', 'ajar', 'online', 'masuk', 'gantin', 'system', 'wfh']",gimana murid masuk tengah ajar online masuk gantin system wfh
1291,Melly amelya Oktarina,"Gimana anak mau pinter guru cuma kasih tugas udah gitu kumpulkan di foto, tanpa dia ajarkan alhasil anak"" liat goggle, bapak bilang harus diadakan kelompok kecil dan guru mengajarkan tapi di bogor itu tidak terjadi segitu di sekolah negri hanya kasih soal dan kumpulkan guru tidak mau tau yg penting anak kumpulkan tanpa menerangkan pembodohan",negatif,2020-08-19T10:05:59Z,negatif,"Gimana anak mau pinter guru cuma kasih tugas udah gitu kumpulkan di foto, tanpa dia ajarkan alhasil anak"" liat goggle, bapak bilang harus diadakan kelompok kecil dan guru mengajarkan tapi di bogor itu tidak terjadi segitu di sekolah negri hanya kasih soal dan kumpulkan guru tidak mau tau yg penting anak kumpulkan tanpa menerangkan pembodohan","['gimana', 'anak', 'mau', 'pinter', 'guru', 'cuma', 'kasih', 'tugas', 'udah', 'gitu', 'kumpulkan', 'di', 'foto', 'tanpa', 'dia', 'ajarkan', 'alhasil', 'anak', 'liat', 'goggle', 'bapak', 'bilang', 'harus', 'diadakan', 'kelompok', 'kecil', 'dan', 'guru', 'mengajarkan', 'tapi', 'di', 'bogor', 'itu', 'tidak', 'terjadi', 'segitu', 'di', 'sekolah', 'negri', 'hanya', 'kasih', 'soal', 'dan', 'kumpulkan', 'guru', 'tidak', 'mau', 'tau', 'yg', 'penting', 'anak', 'kumpulkan', 'tanpa', 'menerangkan', 'pembodohan']","['gimana', 'anak', 'mau', 'pinter', 'guru', 'cuma', 'kasih', 'tugas', 'sudah', 'gitu', 'kumpulkan', 'di', 'foto', 'tanpa', 'dia', 'ajarkan', 'alhasil', 'anak', 'liat', 'goggle', 'bapak', 'bilang', 'harus', 'diadakan', 'kelompok', 'kecil', 'dan', 'guru', 'mengajarkan', 'tapi', 'di', 'bogor', 'itu', 'tidak', 'terjadi', 'segitu', 'di', 'sekolah', 'negeri', 'hanya', 'kasih', 'soal', 'dan', 'kumpulkan', 'guru', 'tidak', 'mau', 'tau', 'yang', 'penting', 'anak', 'kumpulkan', 'tanpa', 'menerangkan', 'pembodohan']","['gimana', 'anak', 'pinter', 'guru', 'kasih', 'tugas', 'gitu', 'kumpulkan', 'foto', 'ajarkan', 'alhasil', 'anak', 'liat', 'goggle', 'diadakan', 'kelompok', 'guru', 'mengajarkan', 'bogor', 'segitu', 'sekolah', 'negeri', 'kasih', 'kumpulkan', 'guru', 'anak', 'kumpulkan', 'menerangkan', 'pembodohan']","['gimana', 'anak', 'pinter', 'guru', 'kasih', 'tugas', 'gitu', 'kumpul', 'foto', 'ajar', 'alhasil', 'anak', 'liat', 'goggle', 'ada', 'kelompok', 'guru', 'ajar', 'bogor', 'segitu', 'sekolah', 'negeri', 'kasih', 'kumpul', 'guru', 'anak', 'kumpul', 'terang', 'bodoh']",gimana anak pinter guru kasih tugas gitu kumpul foto ajar alhasil anak liat goggle ada kelompok guru ajar bogor segitu sekolah negeri kasih kumpul guru anak kumpul terang bodoh
1292,wayan agus,Geniuss pak nadiem makarim,positif,2020-08-19T10:04:44Z,positif,Geniuss pak nadiem makarim,"['geniuss', 'pak', 'nadiem', 'makarim']","['geniuss', 'pak', 'nadiem', 'makarim']","['geniuss', 'nadiem', 'makarim']","['geniuss', 'nadiem', 'makarim']",geniuss nadiem makarim
1293,Suwarno Hadi,Generasi yang akan datang d ajarin makadin ilmu hanya ilmu gojek.,negatif,2020-08-19T09:59:09Z,negatif,Generasi yang akan datang d ajarin makadin ilmu hanya ilmu gojek.,"['generasi', 'yang', 'akan', 'datang', 'ajarin', 'makadin', 'ilmu', 'hanya', 'ilmu', 'gojek']","['generasi', 'yang', 'akan', 'datang', 'ajarin', 'makadin', 'ilmu', 'hanya', 'ilmu', 'gojek']","['generasi', 'ajarin', 'makadin', 'ilmu', 'ilmu', 'gojek']","['generasi', 'ajarin', 'makadin', 'ilmu', 'ilmu', 'gojek']",generasi ajarin makadin ilmu ilmu gojek
1294,Novhamaharanie Nm,Generasi covid (Generasi Gadged Belajar online trusss) ya ampunnn...kasian Generasi anak~anak skarang yaa,negatif,2020-08-19T09:58:21Z,negatif,Generasi covid (Generasi Gadged Belajar online trusss) ya ampunnn...kasian Generasi anak~anak skarang yaa,"['generasi', 'covid', 'generasi', 'gadged', 'belajar', 'online', 'trusss', 'ya', 'ampunnnkasian', 'generasi', 'anakanak', 'skarang', 'yaa']","['generasi', 'covid', 'generasi', 'gadged', 'belajar', 'online', 'trusss', 'ya', 'ampunnnkasian', 'generasi', 'anakanak', 'skarang', 'yaa']","['generasi', 'covid', 'generasi', 'gadged', 'belajar', 'online', 'trusss', 'ampunnnkasian', 'generasi', 'anakanak', 'skarang', 'yaa']","['generasi', 'covid', 'generasi', 'gadged', 'ajar', 'online', 'trusss', 'ampunnnkasian', 'generasi', 'anakanak', 'skarang', 'yaa']",generasi covid generasi gadged ajar online trusss ampunnnkasian generasi anakanak skarang yaa
1295,Muhammad Yamani,"Gaya bicaranya kayak orang paling pandai , tapi klau liat tatap matanya waktu bicara mengerikan halunya.",negatif,2020-08-19T09:54:01Z,negatif,"Gaya bicaranya kayak orang paling pandai , tapi klau liat tatap matanya waktu bicara mengerikan halunya.","['gaya', 'bicaranya', 'kayak', 'orang', 'paling', 'pandai', 'tapi', 'klau', 'liat', 'tatap', 'matanya', 'waktu', 'bicara', 'mengerikan', 'halunya']","['gaya', 'bicaranya', 'kayak', 'orang', 'paling', 'pandai', 'tapi', 'klau', 'liat', 'tatap', 'matanya', 'waktu', 'bicara', 'mengerikan', 'halunya']","['gaya', 'bicaranya', 'kayak', 'orang', 'pandai', 'klau', 'liat', 'tatap', 'matanya', 'bicara', 'mengerikan', 'halunya']","['gaya', 'bicara', 'kayak', 'orang', 'pandai', 'klau', 'liat', 'tatap', 'mata', 'bicara', 'keri', 'halunya']",gaya bicara kayak orang pandai klau liat tatap mata bicara keri halunya
1296,Arza Sidqi,ganti menteri,negatif,2020-08-19T09:39:47Z,negatif,ganti menteri,"['ganti', 'menteri']","['ganti', 'menteri']","['ganti', 'menteri']","['ganti', 'menteri']",ganti menteri
1297,USMANDJM GAMING,Gak tau kok gw benci kebijakan ni orang!!,negatif,2020-08-19T09:39:41Z,negatif,Gak tau kok gw benci kebijakan ni orang!!,"['gak', 'tau', 'kok', 'gw', 'benci', 'kebijakan', 'ni', 'orang']","['tidak', 'tau', 'kok', 'gw', 'benci', 'kebijakan', 'ini', 'orang']","['gw', 'benci', 'kebijakan', 'orang']","['gw', 'benci', 'bijak', 'orang']",gw benci bijak orang
1298,Atin Faizuna,GAK JELASSS .....MUNDURRR,negatif,2020-08-19T09:38:33Z,negatif,GAK JELASSS .....MUNDURRR,"['gak', 'jelasss', 'mundurrr']","['tidak', 'jelasss', 'mundurrr']","['jelasss', 'mundurrr']","['jelasss', 'mundurrr']",jelasss mundurrr
1299,Almo break,Gak ada solusi : jika mall tempat wisata bisa dibuka dengan protokol kesehatan ... Kenapa dipendidikan tidak bisa dijalankan ...,negatif,2020-08-19T09:33:02Z,negatif,Gak ada solusi : jika mall tempat wisata bisa dibuka dengan protokol kesehatan ... Kenapa dipendidikan tidak bisa dijalankan ...,"['gak', 'ada', 'solusi', 'jika', 'mall', 'tempat', 'wisata', 'bisa', 'dibuka', 'dengan', 'protokol', 'kesehatan', 'kenapa', 'dipendidikan', 'tidak', 'bisa', 'dijalankan']","['tidak', 'ada', 'solusi', 'jika', 'mall', 'tempat', 'wisata', 'bisa', 'dibuka', 'dengan', 'protokol', 'kesehatan', 'kenapa', 'dipendidikan', 'tidak', 'bisa', 'dijalankan']","['solusi', 'mall', 'wisata', 'dibuka', 'protokol', 'kesehatan', 'dipendidikan', 'dijalankan']","['solusi', 'mall', 'wisata', 'buka', 'protokol', 'sehat', 'didik', 'jalan']",solusi mall wisata buka protokol sehat didik jalan
1300,Nusi Warman,"Gak ada mentri pendidikan gak akan bodoh rakyat indonesia ini, di jajah aja masih bisa NEGARAini berdiri",negatif,2020-08-19T09:28:19Z,negatif,"Gak ada mentri pendidikan gak akan bodoh rakyat indonesia ini, di jajah aja masih bisa NEGARAini berdiri","['gak', 'ada', 'mentri', 'pendidikan', 'gak', 'akan', 'bodoh', 'rakyat', 'indonesia', 'ini', 'di', 'jajah', 'aja', 'masih', 'bisa', 'negaraini', 'berdiri']","['tidak', 'ada', 'menteri', 'pendidikan', 'tidak', 'akan', 'bodoh', 'rakyat', 'indonesia', 'ini', 'di', 'jajah', 'aja', 'masih', 'bisa', 'negaraini', 'berdiri']","['menteri', 'pendidikan', 'bodoh', 'rakyat', 'indonesia', 'jajah', 'negaraini', 'berdiri']","['menteri', 'didik', 'bodoh', 'rakyat', 'indonesia', 'jajah', 'negaraini', 'diri']",menteri didik bodoh rakyat indonesia jajah negaraini diri
1301,Bi Yah,Ga semua orang indonesia. Punya keluarga utuh. Ga semua orang indonesia. Punya hp. Ga semua orang indonesia mampu beli kuota. Gi mana dengan nasib saya ibu tunggal yg merantau demi mencari nafkah untuk kedua putri saya,negatif,2020-08-19T09:22:53Z,negatif,Ga semua orang indonesia. Punya keluarga utuh. Ga semua orang indonesia. Punya hp. Ga semua orang indonesia mampu beli kuota. Gi mana dengan nasib saya ibu tunggal yg merantau demi mencari nafkah untuk kedua putri saya,"['ga', 'semua', 'orang', 'indonesia', 'punya', 'keluarga', 'utuh', 'ga', 'semua', 'orang', 'indonesia', 'punya', 'hp', 'ga', 'semua', 'orang', 'indonesia', 'mampu', 'beli', 'kuota', 'gi', 'mana', 'dengan', 'nasib', 'saya', 'ibu', 'tunggal', 'yg', 'merantau', 'demi', 'mencari', 'nafkah', 'untuk', 'kedua', 'putri', 'saya']","['tidak', 'semua', 'orang', 'indonesia', 'punya', 'keluarga', 'utuh', 'tidak', 'semua', 'orang', 'indonesia', 'punya', 'hp', 'tidak', 'semua', 'orang', 'indonesia', 'mampu', 'beli', 'kuota', 'gi', 'mana', 'dengan', 'nasib', 'saya', 'ibu', 'tunggal', 'yang', 'merantau', 'demi', 'mencari', 'nafkah', 'untuk', 'kedua', 'putri', 'saya']","['orang', 'indonesia', 'keluarga', 'utuh', 'orang', 'indonesia', 'hp', 'orang', 'indonesia', 'beli', 'kuota', 'gi', 'nasib', 'tunggal', 'merantau', 'mencari', 'nafkah', 'putri']","['orang', 'indonesia', 'keluarga', 'utuh', 'orang', 'indonesia', 'hp', 'orang', 'indonesia', 'beli', 'kuota', 'gi', 'nasib', 'tunggal', 'rantau', 'cari', 'nafkah', 'putri']",orang indonesia keluarga utuh orang indonesia hp orang indonesia beli kuota gi nasib tunggal rantau cari nafkah putri
1302,Mutia Nur Kholila,"ga semua anak menengah kebawah masuk sekolah negeri pak, menurut saya zonasi itu yg bikin gamau berusaha....",negatif,2020-08-19T09:15:22Z,negatif,"ga semua anak menengah kebawah masuk sekolah negeri pak, menurut saya zonasi itu yg bikin gamau berusaha....","['ga', 'semua', 'anak', 'menengah', 'kebawah', 'masuk', 'sekolah', 'negeri', 'pak', 'menurut', 'saya', 'zonasi', 'itu', 'yg', 'bikin', 'gamau', 'berusaha']","['tidak', 'semua', 'anak', 'menengah', 'kebawah', 'masuk', 'sekolah', 'negeri', 'pak', 'menurut', 'saya', 'zonasi', 'itu', 'yang', 'bikin', 'gamau', 'berusaha']","['anak', 'menengah', 'kebawah', 'masuk', 'sekolah', 'negeri', 'zonasi', 'gamau', 'berusaha']","['anak', 'tengah', 'bawah', 'masuk', 'sekolah', 'negeri', 'zonasi', 'gamau', 'usaha']",anak tengah bawah masuk sekolah negeri zonasi gamau usaha
1303,Heyer Rock,Ga segampang itu bro bikin kurikulum sama orang tua. Orang tua yang pas pas an bahkan sampe kagak ada waktu apalagi ini indonedia. Beugh butuh berapa taun merubah indonesia . Orang hukum aja morat marit ga jelas. Ko bicara soal beginian. Gampang ngomong tapi nyatanya ya ruwet,negatif,2020-08-19T09:13:00Z,negatif,Ga segampang itu bro bikin kurikulum sama orang tua. Orang tua yang pas pas an bahkan sampe kagak ada waktu apalagi ini indonedia. Beugh butuh berapa taun merubah indonesia . Orang hukum aja morat marit ga jelas. Ko bicara soal beginian. Gampang ngomong tapi nyatanya ya ruwet,"['ga', 'segampang', 'itu', 'bro', 'bikin', 'kurikulum', 'sama', 'orang', 'tua', 'orang', 'tua', 'yang', 'pas', 'pas', 'an', 'bahkan', 'sampe', 'kagak', 'ada', 'waktu', 'apalagi', 'ini', 'indonedia', 'beugh', 'butuh', 'berapa', 'taun', 'merubah', 'indonesia', 'orang', 'hukum', 'aja', 'morat', 'marit', 'ga', 'jelas', 'ko', 'bicara', 'soal', 'beginian', 'gampang', 'ngomong', 'tapi', 'nyatanya', 'ya', 'ruwet']","['tidak', 'segampang', 'itu', 'bro', 'bikin', 'kurikulum', 'sama', 'orang', 'tua', 'orang', 'tua', 'yang', 'pas', 'pas', 'an', 'bahkan', 'sampai', 'kagak', 'ada', 'waktu', 'apalagi', 'ini', 'indonedia', 'beugh', 'butuh', 'berapa', 'tahun', 'merubah', 'indonesia', 'orang', 'hukum', 'aja', 'morat', 'marit', 'tidak', 'jelas', 'ko', 'bicara', 'soal', 'beginian', 'gampang', 'ngomong', 'tapi', 'nyatanya', 'ya', 'ruwet']","['segampang', 'bro', 'kurikulum', 'orang', 'tua', 'orang', 'tua', 'pas', 'pas', 'an', 'kagak', 'indonedia', 'beugh', 'butuh', 'merubah', 'indonesia', 'orang', 'hukum', 'morat', 'marit', 'ko', 'bicara', 'gampang', 'ngomong', 'ruwet']","['gampang', 'bro', 'kurikulum', 'orang', 'tua', 'orang', 'tua', 'pas', 'pas', 'an', 'kagak', 'indonedia', 'beugh', 'butuh', 'rubah', 'indonesia', 'orang', 'hukum', 'morat', 'marit', 'ko', 'bicara', 'gampang', 'ngomong', 'ruwet']",gampang bro kurikulum orang tua orang tua pas pas an kagak indonedia beugh butuh rubah indonesia orang hukum morat marit ko bicara gampang ngomong ruwet
1304,Sie Channel,"Ga salah Pak Presiden memandatkan menteri pendidikan di pundak anda, punya visi yg luas dlm menyikapi dan memutuskan suatu masalah. Tidak ada satu negarapun yg siap dgn situasi sekarang krn covid. Sehat terus mas menteri, semoga anda di mampukan utk membawa pendidikan di negeri ini keluar dari fase krisis.",positif,2020-08-19T09:12:04Z,positif,"Ga salah Pak Presiden memandatkan menteri pendidikan di pundak anda, punya visi yg luas dlm menyikapi dan memutuskan suatu masalah. Tidak ada satu negarapun yg siap dgn situasi sekarang krn covid. Sehat terus mas menteri, semoga anda di mampukan utk membawa pendidikan di negeri ini keluar dari fase krisis.","['ga', 'salah', 'pak', 'presiden', 'memandatkan', 'menteri', 'pendidikan', 'di', 'pundak', 'anda', 'punya', 'visi', 'yg', 'luas', 'dlm', 'menyikapi', 'dan', 'memutuskan', 'suatu', 'masalah', 'tidak', 'ada', 'satu', 'negarapun', 'yg', 'siap', 'dgn', 'situasi', 'sekarang', 'krn', 'covid', 'sehat', 'terus', 'mas', 'menteri', 'semoga', 'anda', 'di', 'mampukan', 'utk', 'membawa', 'pendidikan', 'di', 'negeri', 'ini', 'keluar', 'dari', 'fase', 'krisis']","['tidak', 'salah', 'pak', 'presiden', 'memandatkan', 'menteri', 'pendidikan', 'di', 'pundak', 'anda', 'punya', 'visi', 'yang', 'luas', 'dalam', 'menyikapi', 'dan', 'memutuskan', 'suatu', 'masalah', 'tidak', 'ada', 'satu', 'negarapun', 'yang', 'siap', 'dengan', 'situasi', 'sekarang', 'karena', 'covid', 'sehat', 'terus', 'mas', 'menteri', 'semoga', 'anda', 'di', 'mampukan', 'untuk', 'membawa', 'pendidikan', 'di', 'negeri', 'ini', 'keluar', 'dari', 'fase', 'krisis']","['salah', 'presiden', 'memandatkan', 'menteri', 'pendidikan', 'pundak', 'visi', 'luas', 'menyikapi', 'memutuskan', 'negarapun', 'situasi', 'covid', 'sehat', 'mas', 'menteri', 'semoga', 'mampukan', 'membawa', 'pendidikan', 'negeri', 'fase', 'krisis']","['salah', 'presiden', 'mandat', 'menteri', 'didik', 'pundak', 'visi', 'luas', 'sikap', 'putus', 'negara', 'situasi', 'covid', 'sehat', 'mas', 'menteri', 'moga', 'mampu', 'bawa', 'didik', 'negeri', 'fase', 'krisis']",salah presiden mandat menteri didik pundak visi luas sikap putus negara situasi covid sehat mas menteri moga mampu bawa didik negeri fase krisis
1305,evelyn shalom,Ga sabar menunggu perubahan kurikulum?? moga anak2ku dpt efek positifnya..\nGo go go menteri nadiem????????,positif,2020-08-19T09:10:27Z,positif,Ga sabar menunggu perubahan kurikulum?? moga anak2ku dpt efek positifnya..\nGo go go menteri nadiem????????,"['ga', 'sabar', 'menunggu', 'perubahan', 'kurikulum', 'moga', 'anakku', 'dpt', 'efek', 'positifnya', 'go', 'go', 'go', 'menteri', 'nadiem']","['tidak', 'sabar', 'menunggu', 'perubahan', 'kurikulum', 'moga', 'anakku', 'dpt', 'efek', 'positifnya', 'go', 'go', 'go', 'menteri', 'nadiem']","['sabar', 'menunggu', 'perubahan', 'kurikulum', 'moga', 'anakku', 'dpt', 'efek', 'positifnya', 'go', 'go', 'go', 'menteri', 'nadiem']","['sabar', 'tunggu', 'ubah', 'kurikulum', 'moga', 'anak', 'dpt', 'efek', 'positif', 'go', 'go', 'go', 'menteri', 'nadiem']",sabar tunggu ubah kurikulum moga anak dpt efek positif go go go menteri nadiem
1306,Rian Herdiansyah,Ga pern ah suudzon.  Positif trus fikiran nya mantap,positif,2020-08-19T09:09:58Z,positif,Ga pern ah suudzon.  Positif trus fikiran nya mantap,"['ga', 'pern', 'ah', 'suudzon', 'positif', 'trus', 'fikiran', 'nya', 'mantap']","['tidak', 'pern', 'ah', 'suudzon', 'positif', 'trus', 'fikiran', 'nya', 'mantap']","['pern', 'ah', 'suudzon', 'positif', 'trus', 'fikiran', 'mantap']","['pern', 'ah', 'suudzon', 'positif', 'trus', 'fikiran', 'mantap']",pern ah suudzon positif trus fikiran mantap
1307,andy surya,"Ga ngaruh daring maupun tatap muka, lha murid cuman di kasih tugas tanpa pembekalan ilmu, ujungnya juga ortu murid yg ngajarin",negatif,2020-08-19T09:09:40Z,negatif,"Ga ngaruh daring maupun tatap muka, lha murid cuman di kasih tugas tanpa pembekalan ilmu, ujungnya juga ortu murid yg ngajarin","['ga', 'ngaruh', 'daring', 'maupun', 'tatap', 'muka', 'lha', 'murid', 'cuman', 'di', 'kasih', 'tugas', 'tanpa', 'pembekalan', 'ilmu', 'ujungnya', 'juga', 'ortu', 'murid', 'yg', 'ngajarin']","['tidak', 'ngaruh', 'daring', 'maupun', 'tatap', 'muka', 'lha', 'murid', 'cuma', 'di', 'kasih', 'tugas', 'tanpa', 'pembekalan', 'ilmu', 'ujungnya', 'juga', 'orang tua', 'murid', 'yang', 'ngajarin']","['ngaruh', 'daring', 'tatap', 'muka', 'lha', 'murid', 'kasih', 'tugas', 'pembekalan', 'ilmu', 'ujungnya', 'orang tua', 'murid', 'ngajarin']","['ngaruh', 'daring', 'tatap', 'muka', 'lha', 'murid', 'kasih', 'tugas', 'bekal', 'ilmu', 'ujung', 'orang tua', 'murid', 'ngajarin']",ngaruh daring tatap muka lha murid kasih tugas bekal ilmu ujung orang tua murid ngajarin
1308,seventypoints,"Ga kebayang, kalau generasi tua yg jadi Mendikbud di masa pandemi ini...Semangat Nadiem!",positif,2020-08-19T09:08:53Z,positif,"Ga kebayang, kalau generasi tua yg jadi Mendikbud di masa pandemi ini...Semangat Nadiem!","['ga', 'kebayang', 'kalau', 'generasi', 'tua', 'yg', 'jadi', 'mendikbud', 'di', 'masa', 'pandemi', 'inisemangat', 'nadiem']","['tidak', 'kebayang', 'kalau', 'generasi', 'tua', 'yang', 'jadi', 'mendikbud', 'di', 'masa', 'pandemi', 'inisemangat', 'nadiem']","['kebayang', 'generasi', 'tua', 'mendikbud', 'pandemi', 'inisemangat', 'nadiem']","['bayang', 'generasi', 'tua', 'mendikbud', 'pandemi', 'inisemangat', 'nadiem']",bayang generasi tua mendikbud pandemi inisemangat nadiem
1309,Ibnu Yogi Pramono 1,ga ada guru yang berani mengomentari  pak mentri di podcas ini.,netral,2020-08-19T09:02:50Z,netral,ga ada guru yang berani mengomentari  pak mentri di podcas ini.,"['ga', 'ada', 'guru', 'yang', 'berani', 'mengomentari', 'pak', 'mentri', 'di', 'podcas', 'ini']","['tidak', 'ada', 'guru', 'yang', 'berani', 'mengomentari', 'pak', 'menteri', 'di', 'podcas', 'ini']","['guru', 'berani', 'mengomentari', 'menteri', 'podcas']","['guru', 'berani', 'komentar', 'menteri', 'podcas']",guru berani komentar menteri podcas
1310,honor,G jd mundur y,netral,2020-08-19T09:00:40Z,netral,G jd mundur y,"['jd', 'mundur']","['jadi', 'mundur']",['mundur'],['mundur'],mundur
