Joni Sultanas;Kerja yg bener bro. Anak Indonesia tangguh. Jangan liburkan anak selama itu...  Memupuk jiwa pengangguran sejak dini?\nGarap tuh kurikulum daripada gabut;;;2020-08-20T03:23:13Z
Nursakinah Kuraisy;Keren...jadi ngefans sama Pak Menteri...;;;2020-08-20T03:13:56Z
Dwi Purnomo;Keren.....\n..;;;2020-08-20T03:10:58Z
Nurul Amanah;Keren sih, positif person;;;2020-08-20T03:06:00Z
Fajar Maulana;Keren pak Nadim.\nLanjutkan...;;;2020-08-20T03:01:06Z
BIOSKOP PARUNGPANJANG;Keren Pak Nadiem... saya yakin pendidikan Indonesia kedepan lebih efektif dan membuat Rakyat indonesia menjadi cerdas... Biarkan anak indonesia berpikir sendiri jangan lagi dibentuk untuk kepentingan pendahulunya...;;;2020-08-20T02:59:27Z
Dwi Sumartini;Keren pak nadiem. ??;;;2020-08-20T02:59:07Z
Agustinus Sape;Keren mas Nadiem cerdas;;;2020-08-20T02:54:25Z
Agung Pranayoga;Keren mas menteri nadiem.. ide ide nya briliant.. ngak semua orang bisa berfikir gila seperti anda untuk memajukan pendidikan di indonesia.. \n\nWe Proud of You..;;;2020-08-20T02:53:09Z
Anna Purna;Keren bngt modul kurikulum untuk sd nya... Sumpah,gw setuju bngt pak nadiem...;;;2020-08-20T02:36:08Z
Dina Rizky Amalia;Keren bgtlaa pak mentrii , bener2 memperjuanginn pendidikan di indonesiaa . \n\nSemangat yaa anak sekolah yg pjj , support trusss pak mentri kita ini ??????;;;2020-08-20T02:33:29Z
tortila lolo;Keren bat cok;;;2020-08-20T02:26:36Z
Fransiska Kellen;Keren banget????????;;;2020-08-20T02:24:00Z
Jago Pajak;keren banget pak Menteri..??????????;;;2020-08-20T02:13:31Z
Anna Horan;Keren banget mau nangis??, dipikirinnya detail banget;;;2020-08-20T02:13:07Z
D. Umar.;Keren;;;2020-08-20T02:09:49Z
Atin Setiaku ofc;Keren;;;2020-08-20T02:06:34Z
qing yinda;Keren;;;2020-08-20T02:06:31Z
Alya Salsabila;Kereeeen;;;2020-08-20T02:04:16Z
ari haryanto;Keramaian terjadi karena mereka takut ke hilangan (uang);;;2020-08-20T01:56:21Z
ikhsan muharramsyah;keputusan yang baik pak Nadiem.....\n\nNamun masalah terbesar itu adalah disaat generasi muda sekarang sulit untuk melakukan pendidikan secara tatap muka, diluar sana banyak masyarakat yang nongkrong-nongkrong ga jelas di tempat publik yang ramai.\nUntuk menolong para pelaku usaha cukup beli saja produknya, bukan dengan nongkrong yang berjam jam dengan hanya pesan secangkir kopi saja ..\n\nlanjutkan semangatmu pak Nadiem....;;;2020-08-20T01:55:42Z
Heru Bawana;Keputusan tetap harus diambil, disaat banyak pertimbangan2. Sangat berani dan itu yg aku suka.;;;2020-08-20T01:55:18Z
Pendyrana Bayuwilantara;Kepada Pak Nadiem...saya guru BK SMA mohon ijin utk mengijinkan (khusus) kls 12 utk bimbingan tatap muka karena banyak yg harus disampaikan dan dijelaskan secara langsung kepada kls 12 berkaitan dg rencana karir mereka (kuliah, bekerja, menikah, nganggur).\nTerima kasih.;;;2020-08-20T01:45:06Z
Safwa Dafta;Kepada mas metri,\nSemua membicarakan dampak buat anak2.\nDan lupa dampak pada guru honorer\nSemua dapat bantuan, dan guru honorer hanya melihat.\nTak dapat bantuan apa2.;;;2020-08-20T01:44:21Z
Erwin Ho;Kenapa tidak dicoba guru? rekam video pengajaran mereka. Misal dengan coret2 di papan kecil, direkam, bagikan ke grup wali murid masing2 kelas. \nJadi tidak melulu otodidak karena tidak semua orangtua sanggup mengikuti mata pelajaran anak? sekarang;;;2020-08-20T01:42:16Z
Samad Abdul;Kenapa tidak di perbanyak saja tenaga pendidiknya.. jika di zona kuning dan hijau melakukan relaksasi pengajaran dengan memotong 50% peserta didik jadi tidak perlu melakukan perollingan yang menyita banyak waktu, untuk kekurangan ruang mengajar bisa menggunakan rumah orang tua peserta didik yang menyanggupi,rumah pendidik  atau bangunan-bangunan milik Pemda yang tidak terpakai, selain itu kita juga harus mendukung peran yang bekerja di dunia kesehatan tetap taat protokol penangan covid, kementrian pendidikan dan kesehatan harus melakukan kerjasama yang baik yang mampu melancarkan tugas dan fungsi masing-masing lembaga tersebut, meningkatkan peran orang tua dalam menemani anak dalam proses belajar mengajar nampaknya perlu untuk membuat orang tua punya banyak waktu luang setelah pandemik covid berakhir dengan cara apa menciptakan waktu luang orang tua untuk perduli terhadap hasil belajar anak yang begitu banyak orang tua tidak melakukan itu kecuali di saat pandemik saat ini..;;;2020-08-20T01:40:14Z
Siti Nurlita;Kenapa semenjak pjj guru memberikan tugas banyak dan pasti diberi jarak waktu mengerjakan hanya sebentar, sedangkan pembelajaran biasa seperti dulu jika ada tugas, dikumpulkan pada waktu pertemuan selanjutnya di mapel yg sama meskipun ada tugas yg diberi waktu singkat tetapi tidak semua mapel, sedangkan sekarang mungkin batas waktu pengumpulan tugas paling lambat 1 minggu.;;;2020-08-20T01:32:40Z
Rendi Ramadhan;Kenapa nggak coba mengadaptasi sistem pondok pesantren lalu di mix dengan kebutuhan-kebutuhan akademik masa kini;;;2020-08-20T01:22:18Z
Sandy Munthe;Kenapa masa pandemi covid ini hanya pendidikan yg di lockdown,dan belajar secara online yg tidak efesien....kalau wisata wisata mereka bisa mengunjungi nya dan mall mall mereka bisa keluar masuk berbelanja kenapa sekolah harus ditutup...saya sendiri muak dgn kondisi seperti ini karena ini adalah pembodohan secara tidak langsung..;;;2020-08-20T01:06:22Z
Ari Bahtiar;kenapa di persulit sih?..;;;2020-08-20T01:02:09Z
Kicau Hobi Hobi;kenapa dana pulsa gak dijadiin wifi aja?;;;2020-08-20T00:59:03Z
Ahmadi Midi;Kemungkinan jika diteruskan secara online kayak gini anak anak bakal sdh kecanduan dengan namanya teknologi sehingga menjadi bagian hidup mereka (gak bisa jauh dari namanya handphone).. Bukan hanya itu mungkin saja kedepannya bisa saja mengganggu kesehatan mata bagi pengguna Nya.. \n\n\nIngat waktu sekolah gw paling jarang main Handphone disekolah karena gw lebih penting kan kesehatan dan sekarang dirumah aja rasa berbeda, sekarang bisa main Hp berjam jam;;;2020-08-20T00:58:33Z
Zahrah Gyna;Kemendikbud tinggal mengeluarkan keputusan membuka sekolah dengan syarat protokol covid yang berjalan. Masalah teknis pembelajarannya berikan kewenangan kepada daerah masing2.;;;2020-08-20T00:58:19Z
RSS Berkah;Kembalikan  Guru sebagai pengajar, pembimbing, pembina dan berikan kewenangan dalam mendidik. Jangan sampai ada guru yg berbisnis di sekolah atau sampai mengintimidasi murid. Buat pengawas independen non formal, yg mengawasi kirnerja para guru yg memberikan penilaian secara objektif. Bilamana ada guru yg baik dlm mendidik muridnya, ini patut utk mendapatkan penghargaan. Namun bilamana ada guru yg berbuat diluar tugasnya sebagai guru, bahkan melakukan pungli, mk guru tersebut patut utk dikeluarkan.;;;2020-08-20T00:36:12Z
Rendy Yahya;KEMBALI LAGI KE SDM YANG ADA DI NEGARA INDONESIA\n\nJadi jangan menghakimi seseorang seblum faham betul apa permasalahannya dan bagaimana menyelesaikan persoalannya.;;;2020-08-20T00:30:45Z
Edy Dwiyanta;Kemajuan nasional butuh orang gila;;;2020-08-20T00:30:21Z
Dedy Irawan;Kelihatan bgt pak mentri seorang yg tulus membangun dan mencerdaskan anak bangsa walaupun banyak rintangan yg harus dilewati, saya yakin terobosan2 itu semuanya akan bermanfaat walaupun blm signifikan, tp sudah kelihatan sisi positifnya, memang karakter org penggagas brilliant... sukses pak mentri... sehat selalu;;;2020-08-20T00:27:01Z
espia noir;keliatan bgt pak nadiem ini emg bagus kinerjanya walaupun masih ada kekurangan;;;2020-08-20T00:25:41Z
Ringga PW;Keliatan Beliau sudah stress jd menteri hahaha.... Ya mau gmn lg.... Semua jg kelimpungan.....;;;2020-08-20T00:15:03Z
Rifki Fauzan;"Kek nya gw udah putus semangat sekolah pas denger tatap muka gajadi lemes sumpah ruwet banget spp full pelajaran ga masuk di otak mana gw smk lagi dahlah. ""semangat kawaan""";;;2020-08-20T00:04:39Z
bravo clemenz;Keep it up Bang Nadim ??;;;2020-08-20T00:00:28Z
Amirudin Castra;Kecerdasan pak mentri yg terbelenggu pandemi.;;;2020-08-19T23:57:49Z
Apip Sticker_Indonesia;Kebijakan terbaik Mentri apa harus tidak membahagiakan masyarakat.... Kalo tugas muu tidak berhak membahagiakan.... Pie rim ?;;;2020-08-19T23:50:52Z
Media Sosial Viral;Kebijakan Pak Nadiem sudh bnr namun kebijakan-kebijakan trsbut pada proses pembelajaran ada yg dimanfaatkan oleh beberapa pengajar : asal memberi tugas tanpa pemberi materi pemahaman kemudian TDK mengeksplor pembelajaran yg unik dlm sistem daring, yg saya tau beberapa dosen sllu memberi tugas, mnyuruh absen. Sdkit pertemuan terus out, ad yg setiap pertemuan memberi tugas yg tidak begitu efektif, kmudian sistem pembyrn kuliah salah satu biaya bimbingan skripsi/tesis yg normal TDK dipanglast, biaya ujian skripsi/tesis yg normal sharusny ad kebijakan potongan hal ini ada di pendidikan tinggi, sdngkn sekolah hal ini bnyk dimanfaatkan oleh guru guru yg hy absen dan kasih tugas. Tidak ada proses ceramah dan tanya jawab keaktifan belajar. Saya berharap pak Nadiem mengeluarkan kurikulum utk pembelajaran yg dmana dosen dan guru aktif. Agar ilmu tsb bnr bnr sampai dan tidak mengalami kerugian;;;2020-08-19T23:38:51Z
Ze Kirana review;Kebijakan pak Nadiem bagus saya yakin para murid bisa beradaptasi tp masalahnya saat ini ekonomi sulit buat bayar ini itu susah d tambah LG pandemi yg GK tau kapan selesainya. Dan fasiltas online yg belum mencakup secara merata buat belajar serta mapel dari pihak sekolah yg belum sinkron antara guru dan murid. Kalo pihak sekolah-guru-murid-fasilitas teknologi sinkron semua PST BS berjalan sesuai yg d rencanakan dari program tersebut. Saudara saya saja sampai jual motor buat beli HP dan pasang tower air grid internet sendiri buat anak sekolah online Krn daerah saudara saya belum ada kabel Telkom.;;;2020-08-19T23:37:52Z
Evan Sakti A;Kebijakan kurang tepat pak nadiem, pembelajaran jarak jauh itu pembodohan utk anak2 terkhusus anak2 SD Jgn terlalu banyak Teori #StopPembelajaranJarakJauh #GantiMendikbud;;;2020-08-19T23:25:20Z
Agus M Fauzi Official;Keberanian Mas Menteri perlu mendapatkan apresiasi, meski perlu dikawal dalam suasana Covid;;;2020-08-19T23:22:35Z
puan m.c. putri;Kebanyakan teori.... pak tolong turun kelapangan.. biar tau keadaan yg real nya..;;;2020-08-19T23:19:58Z
gema jojo;KEBANYAKAN TEORI KAMU PAK PAK, PRAKTEKNYA DI LAPANGAN ANAK SEKARANG JADI LIAR SEMUA;;;2020-08-19T23:10:59Z
muhammad fadhlan Akbar;Ke sekolahan buat bljr Kaga boleh alesan Msh covid Trs guru nerangin nya cuma suruh liat video and ngerjain tugas ehhh tiba tiba guru bikin Klompok suruh ngerjain tgs bareng lah gmnaaa????;;;2020-08-19T23:10:39Z
Golden Horse IDN;Kaya boleh,,,Luck boleh,,,,NASIONALISME KERAKYATAN ?!?! Belum tentu ....;;;2020-08-19T23:03:55Z
Anggun Kartika;"Katanya si iya sampai desember. Malah katanya sampai januari 2021. Aku juga mahasiswa udh smt 5, asli stress si tugas kuliah banyak bgt, mana susah"" lagi";;;2020-08-19T22:54:23Z
Farhan Farhan;KASINO WARKOP\nBangsa ini tidak kekurangan orang pintar, tapi kekurangan orang jujur;;;2020-08-19T22:52:15Z
Manggala Wiryawan;Kasihan ya orang2 yang mau membawa perubahan kearah yang lebih baik, disepelekan dan didepak demi kepentingan dan politik dinasti...;;;2020-08-19T22:47:03Z
Lucky LLZ;Kasihan org yg hidup dibawah garis kemiskinan ndroo,, bayaran sekolah harus,, apalagi ditambah untuk membeli quota untuk belajar online daring dari rumah,, dan wajib punya hp android/smartphone,,jangankan untuk punya hp dan beli quota,, untuk beli beras aja sulit,,dan masih banyak rakyat yang hidup dibawah garis kemiskinan,,trus klu cuma program tanpa solusi itu bagaimana tuhhh????????????????????;;;2020-08-19T22:33:23Z
Yoga Teguh Guntara;Kasihan Orang Tua di rumah secara g langsung sambil berkerja harus membantu anak nya belajar berbagai macam mata pelajaran..secara g langsung para orang tua ahli semua mata pelajaran. Nah guru belajar kuliah satu mata pelajaran sarjana matematika, sarjana b.indonesia, sarjana bahasa inggris dan lain lain...\nBerarti para Orang Tua Sarjana Semua Mata Pelajaran tersebut. Kasihan para orang tua d rumah pusing banyak tugas anak dari guru dan masih sedikit penjelasan.\n Guru ahli satu bidang. Orang tua mau g mau berusaha ahli semuanya;;;2020-08-19T22:26:57Z
R & A;Kasihan generasi skrg...;;;2020-08-19T22:23:24Z
Inzaghiantok Chanel;Kasih anggaran besar2 an sama pekerja, BLTD,BPJS, sampai kuota aja bisa.. mengapa mengangkat GURU WIYATA yg sudah mengabdi puluhan tahun gak bisa???????;;;2020-08-19T22:08:58Z
Ayu Honesty;kasian Mas Menteri Nadiem, gak bisa ketawa... senyum nya jg terasa berat banget.;;;2020-08-19T21:59:18Z
Dadang Haerudin;Karena pengusaha selalu menginginkan jabatan untuk melindungi usahanya.\nSemoga cepat di reshuffle ya mas Nadiem ??????;;;2020-08-19T21:58:26Z
GurGun 13;Karena pandemi sbg guru karena tuntutan harus bisa editing video, animator, dubing.. mskipun cm jd guru SD di pegunungan. Kasihan kl anak2 cm diberi tugas tnpa materi ada rasa yg tdk tersampaikan .;;;2020-08-19T21:48:56Z
Ira Martin;Karena belajar di rumah anakq tambah malas, main melulu;;;2020-08-19T21:47:56Z
Dicky Perdanaputra Isun;kapan sekolah, udah pusing belajar zoom;;;2020-08-19T21:29:08Z
Teddy Wijaya;Kapan sekolah tatap muka lagi;;;2020-08-19T21:25:49Z
1 yt;"Kapan sekolah normal lagi..? Kaya mall"" n tempat keramaian yg lain yg sudah di buka.!";;;2020-08-19T21:23:07Z
Naifa Jinan Daraha;Kapan atuh di buka sekolah nya??\nSaya sebagai orang tua setuju sama mas Deddy dengan kesehatan bisa kita urus insya Allah;;;2020-08-19T21:17:40Z
Andri Nto;Kapan anak saya masuk sekolah pak?,;;;2020-08-19T21:15:46Z
hera_ kusuma;kapan aktif sekolah pak?\nudah capek emaknya belum lagi anaknya nangis mulu tiap hari\nsudah minum obat lambung seminggu 3x\nlelah hayati..;;;2020-08-19T21:06:56Z
Tukang Bajaj Biru;Kang mainan, kang batagor, kang es cream, kang bajaj, kang ojek sangat menginginkan sekolah di buka kembali demi kelangsungan hidup keluarganya.;;;2020-08-19T20:59:57Z
achmad akbar;Kan ada epep, bisa maen epep tanpa harus bertemu;;;2020-08-19T20:54:38Z
Mame Zawa;Kami,  para guru.  Siap bantu anda pak.;;;2020-08-19T20:48:26Z
Cahyo Ridho;Kami yg sekolah kesehatan dan butuh praktek langsung gmn pak Nadiem ? ????;;;2020-08-19T20:42:38Z
legayana Sihombing;Kami di Jambi sempat melaksanakn  relaksasi sekolah sewaktu kami zona kuning, seperti yg mas Mentri bilang semua protokol kesehatan dan syarat2 disebutkan sudah dipenuhi semua , hanya setengah dari kapasitas sekolah dan waktu sekolah dipersingkat, bahkan ada sekolah yg harinya diselang seling ( misal, kelas 5sd hari Senin, Selasa kelas 6 SD, begitu jg yg lain) , semua disambut dengan gembira,  walau sekarang sudah ditutup karna jumlah case dijambi mulai naik... Setidaknya anak2 disini sudah menyicip indahnya sekolah ??;;;2020-08-19T20:19:32Z
UNCLESAM Belajar Merdeka;Kami di daerah bingung dengan data Peta risiko yg tidak sinkron antara Provinsi dan Pusat. Jika mengacu pada slide presentasi Mas Menteri, relaksasi mengacu pada peta risiko yang ada di link. Nah, di daerah saya acuannya data Gugus Tugas Provinsi. Kabupaten saya akan melaksanakan pembelajaran tatap muka Senin depan. Menurut data Gugus Tugas Provinsi, Kabupatennya sdh status Kuning, namun data di peta risiko per 30 Agustus masih oranye. Kami sdh diperintahkan untuk melaksanakan pembelajaran tatap muka secara serentak Senin depan. Mohon petunjuk, zonasi mana yg akan kami ikuti, peta risiko atau data gugus tugas provinsi?;;;2020-08-19T20:14:48Z
???;Kalo yg saya pertanyakan:\n1. Pembelajaran online tp ada beberapa daerah yg tidak didukung infrastrukturnya.\n2. Mempertanyakan transparansi POP yg bikin pemain lama di pendidikan kok pada cabut.\n\nItu doang sih, terkait SPP dll yg diributkan kmrn2, menurut saya sih kemendikbud ga ada pilihan lain.\n\nIni w kagak ngikutin beritanya, jadi cuma sekilas aja paham tentang kinerja kemendikbud. Jangan dijulidin duluan ya mas2 mbak2.;;;2020-08-19T19:54:04Z
HD Yat;Kalo terbaiknya anda mundur dan mencari org yg terbaik yg mengantikan anda itu adalah benar.;;;2020-08-19T19:51:20Z
Silmi Azri Nafisah;Kalo tatap muka itu penting,Dan proses bljr itu Ada hub dgn hub emosional anak Dan guru, knp guru2 gak diperbanyak Aja? Untuk membntuk kelompok2 bljr kcil???Kan resiko covid lebih kcil Kan?  Peran ortu adl mendidik di rmh, guru mensinergikan di luar rmh, akan lbh baik uang2 itu utk mmprbanyak guru ,lapangan kerja guru akn brtmbh ,tidak Ada masalah Kan? Jika Indonesia ini byk guru??;;;2020-08-19T19:48:30Z
Erfika Kharistiawan;kalo seingat saya, yang di ajarkan orang tua dan guru2 sy, kalo makan/minum itu pake tangan..  ini pak meteri PENDIDIKAN dan KEBUDAYAAN minumnya kok pake tangan kiri ya? (5:27).. kita harus belajar pendidikan/adab/ budaya dari hal-hal terkecil saja. gak usah tingi-tingilah.. karena itu adalah dasar utamanya;;;2020-08-19T19:46:27Z
Martin Cristopel Htg;kalo orang tua harus standby selama pembelajaran anak yang kerja siapa, duit tidak jatuh dengan sendirinya seperti hujan, dan juga jika pintar atau tidak nya anak tergantung orang tuanya, pernyataan nya gini anak di sekolahkan itu karna keterbatasan kemampuan ortu dalam mengajari, kalo cuma  tujuannya hanya pintar google lebih pintar. berarti tidak perlu sekolah mending biaya sekolah yang harusnya di keluarkan oleh orangtua mending di alokasikan ke keperluan lainnya, biarkan aja anak itu belajar sendiri memanfaatkan teknologi suka suka dia mau belajar apa, tanpa harus di program untuk mengikuti kurikulum, karna selama sekolah hanya memberikan soal tugas tanpa menerangkan cara dan dasar dasar dalam proses penyelesaian tugas yang di berikan;;;2020-08-19T19:46:24Z
Rizqi Ibra;Kalo menurut gua dia menteri pendidikan terbaik sih kinerja benar benar luar biasa \nAwal awal buat program 3 bulan SKS di luar program studi itu bagus banget;;;2020-08-19T19:46:03Z
Plankton Mr;Kalo memang pembelajaran online harus di lakukan dan jadi wajib. Setidaknya pemerintah memfasilitasi anak-anak kurang mampu yang terdaftar di sekolah. \nBisa aja kan pemerintah bekerja sama dengan pihak Advan dan operator di Indonesia, jika memang niat mencerdaskan bangsa. \nDana mungkin melonjak, tapi untuk kecerdasan bangsa why not? \nTunda dulu infrastruktur untuk sekarang, utamakan pendidikan;;;2020-08-19T19:45:43Z
Cloning Kennel;"kalo mau complaining seh yah gada abisnya, kembali ke tujuannya lebih penting mana, nyawa atau repot? kalo emang ngerasa virus ini ga ada dan yakin nyawa aman yah sekolah aja dengan perjanjian kalo ada apa2 jangan salahkan siapapun. harusnya dikasih ruang untuk orang2 yg ""pemberani"" tadi agar bisa membuktikan efektif atau ga, lumayan loh relawan gratis";;;2020-08-19T19:44:27Z
Innah S;Kalo Kita Amati Mas Menteri Nadiem ini selalu diserang kritik2 oleh para politisi secara dia adalah Menteri yg berasal Dari kalangan professional serta kementeriaan pendidikan Dan kebudayaan Salah satu kementeriaan Yang mempunyai anggaran besar Kita bisa bayangin bagaimna seksi nya kementeriaan pendidikan Dan kebudayaan ini  makanya ini seperti ada rencana untuk menggulingkan mas Menteri.;;;2020-08-19T19:24:21Z
Raul Gonzales;kalo gue mentrinya akan gue obrak abrik tu kurikulum n pecat guru yg g kompeten.....\nlangsung demo berjilid jilid dah yg merasa g kompeten;;;2020-08-19T19:21:19Z
Elsa Ayupa Putri;kalo gue jadi anak nya ribet juga ya, gabakal bisa menang debat??;;;2020-08-19T19:17:10Z
Bandyy Gaming;Kalo gitu SPP digratiskan dong. Kan infrastruktur sekolah gak kepakai, yg ngajar pun org tua sendiri.;;;2020-08-19T19:16:50Z
Gilang Ramadhan;Kalo gak sekolah gimana kita bisa blajar,contohnya ketika ulangan Online.kita bisa membaca doalnya tapi kita blum tau/blum pernak mempelajarinya bagai mana kita mengerjakan,pastu kebabyakan ngisinyapun ngasal doang.\n\n\nDan yang biasa ketemu ama temen becanda ama temen,semuahnya gak ada.semuahnya tertinggal jauh,,,Intinyamah Buka Sekolah seperti sedia kala.\n\nDari awal geger adanya Covid-19 saya gk pernah pakai masker,malah daerah dan tempat tinggal saya pernah Zona merah tapi gak pernah saya sakit.\n\n# Bukalah Sekokalah seperti sedia kala.;;;2020-08-19T19:14:08Z
STR Garage;Kalo di kantor,perusahaan,mall,tempat wisata dll bisa di relaksasi buka dengan protokol covid.\nKenapa sekolah tidak dibuat sesimple itu?.\n.\nFaceshield,masker,sarung tangan,hand sanitizer dan semprotan disinfectan sdh lebih dri cukup bos.\nToh covid jg bukan virus yang seketika membunuhmu bos.\n.\nMenurutu saya,anda Pak Mentri Nadiem, sedang berputar putar dengan ego dan metode yg menurut anda paling out of the box dan high technology.\n.\nKalo memang anda menganggap sekolah perlu daring. \nYasudah,instruksikan sekolah gak perlu ada SPP dan biaya sekolah. Karena murid tidak mendapatkan fasilitas sekolah.\nDan agar cost biaya sekolah yg gak penting itu bisa dipake orang tua untuk cost sekolah daring.;;;2020-08-19T19:13:32Z
alan maulana;kalaulah pemerintah melakukan prosedur pendahuluan yg dilakukan bu siti fadilah dulu, untuk menganalisa virus jenis baru. karena di Indonesia banyak orang2 pintar yg mampu menganalisa. insya allah covid-19 tak seseram yg dibayangkan selama ini;;;2020-08-19T19:13:21Z
Rifai Dami;Kalaubegitu membuat kebijakan yang diprotest khalayak ramai itu pintar atau BODOH.;;;2020-08-19T19:10:20Z
Cangkol City;Kalau sy 100persen gak setuju... sama Pak mentri... gak ada didunia ini yg gak mungkin untuk dilakukan... tapi istilah yg benar blum ada/nemu alat atau caranya saja... seharusnya... dari pendidikan juga bsa jd pembangkit ekonomi...\nJd pada pandemi Ini... seharusnya Pak Nadiem bisa melihat peluang mereset/mengatur ulang sistem pendidikan Indonesia... mulai dari kebersihannya... dimulai sejak dini...;;;2020-08-19T19:02:55Z
Lingkung Seni Santri Kalijaga;Kalau sektor lain sudah dibuka, pendidikan juga mesti! Kan ada protokol kesehatan. \n\nSekarang gini aja deh ;;;2020-08-19T19:01:50Z
arif budi;Kalau saya\nPada diri mas mentri dengan seluruh niat dan pikirannya 1000% setuju.\nSmoga konsisten dan kita perlu kawal bersama demi kemajuan pendidikan nasional ya kemajuan bangsa ini yang sesungguhnya. Semoga sehat selalu mas mentri kita;;;2020-08-19T18:59:46Z
????????;kalau saya tidak salah, program bantuan dana utk organisasi penggerak ada karena : ada pandemi covid 19 dan langkah awal sistem pendidikan baru. Kedepan bantuan seperti ini mungkin sudah tdk diperlukan lagi krn mungkin pandemi sudah tdk ada lagi dan ekonomi membaik sehingga dana bantuan dunia usaha kepada organisasi penggerak sudah besar.;;;2020-08-19T18:55:13Z
Belungking Tv;kalau sadar tidak bisa membuat pendidikan di indonesia lepas jabatan saja,, memtri harus tegas dalam memberikan solusi bagi msyrakat \napa lagi di masa covid ini, bayak orng menderita gara-gara belajar online, demi anak nya saja orng tua bayak melakukan hal yang tidak di inginkan, pak mentri kalau hanya meliha dr survey laporan saja bisa saj di manipulasi, coba anda turun ke pelosok-pelosok negri gimana susahnya mencari siyal untuk belajar, tidak mampunya orng tua untuk membelikan anak-anaknya hp,tab , kasian;;;2020-08-19T18:52:59Z
SURYA JAYA;Kalau Parnonya lebih dominan yah terpuruklah pendidik? Indonesia.;;;2020-08-19T18:52:45Z
hadi laksono;kalau merasa tidak mampu mending berhenti aja  jangngan alasan kopit arusnya gimana cara mendidik anak anak pandei;;;2020-08-19T18:47:40Z
MANINJAU STORY;Kalau ga mampu harusnya mundur.;;;2020-08-19T18:38:24Z
Kamar Mbak Lupi;kalau diskon sekolah terlalu besar, biasanya mereka membebankan pada guru utk dipotong gaji. Padahal walaupun online, kan guru tetap bekerja, dan malah guru kerja 24 jam karena macam tidak ada jam kerja;;;2020-08-19T18:33:19Z
shinigami gaming;kalau boleh saran\ndari pada memberikan kuota kenapa di jam2 sekolah aja dibuat unlimeted utk siswa2\ndari jam 7 sampai jam 1\nkrn kuota gak akan mampu utk streaming\ndengan dasar kartu pelajar dll;;;2020-08-19T18:31:48Z
Joe Wayne;Kalau bodoh satu generasi' ya biar aja jual es cendol semua.;;;2020-08-19T18:29:15Z
Pras Academy;kalau bodo sih kayaknya enggak, kita kan bangsa nusantara yang sudah melalui berbagai macam jaman, dari bangsa atlantis hingga sekarabg;;;2020-08-19T18:28:58Z
Akbar Ak;Kalau Ada yg komentar negative tentang Pak nadiem gua agak Lucu dengarnya kenapa?dia rela jadi menteri Dan agak mengkesampingkan dia dari perusahaannya pada saat itu,dari situ kita bisa lihat Pak nadiem ingin masyrakat Indonesia cerdas semua khususnya buat para pelajar dan generasi;;;2020-08-19T18:27:23Z
ami masumi;kalau ada siswa yangbilang ,sayaminta tolong.. saya tidak mengerti sistem belazar yang memberikan tugas banyak ... waduh harus di perhatikan banget,secara hati nurani membuktikan anaknak murni mengerti belazar itu mereka ingin dan itu fitrah, semoga yang lain ikut mengenal cara belazar yang mudah dimengerti tampa beban buat semua;;;2020-08-19T18:26:33Z
Ghewith Valenthy J;Kagum sama pak mentri??;;;2020-08-19T18:19:13Z
Ahmad Nugraha;Kagum gw anjir, karismanya pak nadiem the best lah ini org bsa banget diandalkan;;;2020-08-19T18:14:34Z
Adis Mahayana;Kagum ??;;;2020-08-19T18:12:15Z
Moh Fajri S.Pd.;Kadang kita juga bingung pak,  ketika sekolah belum dibuka,  anak2 juga pada main bebas, nongkrong di warkop,  nge game di warkop,  ke tempat2 wisata, kan jadi aneh kayak gini,,,, beda lagi kalau sekolah belum dibuka tp mereka benar? stay dirumah;;;2020-08-19T18:11:21Z
ICHSAN FAUZI;Justru dengan dipilihnya nadiem makarim menjadi menteri pendidikan dan kebudayaan jadi banyak peluang menjadi driver gojek lulusan sekolah maupun kuliah supaya angka pengangguran di indonesia semakin menurun , untung ada gojek pasti ada jalan .;;;2020-08-19T18:10:30Z
Farhan Arhani;Jurus untuk memperbaiki pendidikan menurut saya si bisa dengan di tekanya larangan menyontek pa. bahkan kalo bisa saat ada siswa ketahuan menyontek saat ujian, siswa itu langsung di beri sangsi tegas, scorsing, atau gadapet nilai sama sekali. Dan jangan cuma gertakan aja, harus dikasih buktinya dlu, biar ada yg terbuka matanya bahwa kalo dia nyontek dia bakal kena masalah besar, dan semua murid bakal mencoba untuk belajar dengan baik untuk kedepanya. Ini pendapat saya aja si pa.;;;2020-08-19T18:01:52Z
cemang cemong;jurus apaan ga ada jelas dalam dunia pendidikan mana konsep yang dia bilang pembelajaran merdeka konsepnya aja ga jelas udah lah kalo g punya kemampuan mening mundur dunia pendidikan bukan tempat coba- coba kasian nasib anak bangsa.;;;2020-08-19T17:57:33Z
Arasy Faradina;Jujur. Baru pertama kali liat pemimpin di indonesia yang ga malu utk meminta maaf, dan menyadari kekurangannya. Bahkan intropeksi. Salut banget, disaat pemimpin lain tebal muka. Cuman beliau doang yang terlihat kerja dengan hati??;;;2020-08-19T17:57:19Z
PIUS DIKSA;Jujur, saya pjj seperti belajar otodidak ??????;;;2020-08-19T17:55:18Z
